Source Name	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Organism Part]	Term Source 2 REF	Term Source 2 Accession	Protocol REF	Protocol REF	Assay Name	Comment [Fluorescent Labels]	Comment [Fluorescent Label Reference DOIs]	Dataset Name	Image File	Comment [Image File Path]	Comment [Image File Type]	Channels	Protocol REF	Processed Data File
39E81EDC34	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	"39E81EDC34_8bit_lynEGFP.tif; 39E81EDC34_8bit_tagRFPtUtrCH.tif"	"./39E81EDC34/39E81EDC34_8bit_lynEGFP.tif; ./39E81EDC34/39E81EDC34_8bit_tagRFPtUtrCH.tif"	"raw; raw"	"lynEGFP,cell membranes; tagRFPtUtrCH,F-actin"	data analysis protocol	idr0079-experimentA-processed.txt
567C0C9CB6	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	"567C0C9CB6_8bit_lynEGFP.tif; 567C0C9CB6_8bit_tagRFPtUtrCH.tif"	"./567C0C9CB6/567C0C9CB6_8bit_lynEGFP.tif; ./567C0C9CB6/567C0C9CB6_8bit_tagRFPtUtrCH.tif"	"raw; raw"	"lynEGFP,cell membranes; tagRFPtUtrCH,F-actin"	data analysis protocol	idr0079-experimentA-processed.txt
608BEE23AA	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	"608BEE23AA_8bit_lynEGFP.tif; 608BEE23AA_8bit_tagRFPtUtrCH.tif"	"./608BEE23AA/608BEE23AA_8bit_lynEGFP.tif; ./608BEE23AA/608BEE23AA_8bit_tagRFPtUtrCH.tif"	"raw; raw"	"lynEGFP,cell membranes; tagRFPtUtrCH,F-actin"	data analysis protocol	idr0079-experimentA-processed.txt
64484C06F9	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	"64484C06F9_8bit_lynEGFP.tif; 64484C06F9_8bit_tagRFPtUtrCH.tif"	"./64484C06F9/64484C06F9_8bit_lynEGFP.tif; ./64484C06F9/64484C06F9_8bit_tagRFPtUtrCH.tif"	"raw; raw"	"lynEGFP,cell membranes; tagRFPtUtrCH,F-actin"	data analysis protocol	idr0079-experimentA-processed.txt
7427532FD9	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	"7427532FD9_8bit_lynEGFP.tif; 7427532FD9_8bit_tagRFPtUtrCH.tif"	"./7427532FD9/7427532FD9_8bit_lynEGFP.tif; ./7427532FD9/7427532FD9_8bit_tagRFPtUtrCH.tif"	"raw; raw"	"lynEGFP,cell membranes; tagRFPtUtrCH,F-actin"	data analysis protocol	idr0079-experimentA-processed.txt
770CB12681	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	"770CB12681_8bit_lynEGFP.tif; 770CB12681_8bit_tagRFPtUtrCH.tif"	"./770CB12681/770CB12681_8bit_lynEGFP.tif; ./770CB12681/770CB12681_8bit_tagRFPtUtrCH.tif"	"raw; raw"	"lynEGFP,cell membranes; tagRFPtUtrCH,F-actin"	data analysis protocol	idr0079-experimentA-processed.txt
8D037347B9	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	"8D037347B9_8bit_lynEGFP.tif; 8D037347B9_8bit_tagRFPtUtrCH.tif"	"./8D037347B9/8D037347B9_8bit_lynEGFP.tif; ./8D037347B9/8D037347B9_8bit_tagRFPtUtrCH.tif"	"raw; raw"	"lynEGFP,cell membranes; tagRFPtUtrCH,F-actin"	data analysis protocol	idr0079-experimentA-processed.txt
9B64B26626	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	"9B64B26626_8bit_lynEGFP.tif; 9B64B26626_8bit_tagRFPtUtrCH.tif"	"./9B64B26626/9B64B26626_8bit_lynEGFP.tif; ./9B64B26626/9B64B26626_8bit_tagRFPtUtrCH.tif"	"raw; raw"	"lynEGFP,cell membranes; tagRFPtUtrCH,F-actin"	data analysis protocol	idr0079-experimentA-processed.txt
A07C79157A	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	"A07C79157A_8bit_lynEGFP.tif; A07C79157A_8bit_tagRFPtUtrCH.tif"	"./A07C79157A/A07C79157A_8bit_lynEGFP.tif; ./A07C79157A/A07C79157A_8bit_tagRFPtUtrCH.tif"	"raw; raw"	"lynEGFP,cell membranes; tagRFPtUtrCH,F-actin"	data analysis protocol	idr0079-experimentA-processed.txt
A96BA2AE1C	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	"A96BA2AE1C_8bit_lynEGFP.tif; A96BA2AE1C_8bit_tagRFPtUtrCH.tif"	"./A96BA2AE1C/A96BA2AE1C_8bit_lynEGFP.tif; ./A96BA2AE1C/A96BA2AE1C_8bit_tagRFPtUtrCH.tif"	"raw; raw"	"lynEGFP,cell membranes; tagRFPtUtrCH,F-actin"	data analysis protocol	idr0079-experimentA-processed.txt
B2B1FB7EE0	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	"B2B1FB7EE0_8bit_lynEGFP.tif; B2B1FB7EE0_8bit_tagRFPtUtrCH.tif"	"./B2B1FB7EE0/B2B1FB7EE0_8bit_lynEGFP.tif; ./B2B1FB7EE0/B2B1FB7EE0_8bit_tagRFPtUtrCH.tif"	"raw; raw"	"lynEGFP,cell membranes; tagRFPtUtrCH,F-actin"	data analysis protocol	idr0079-experimentA-processed.txt
BCAAF27981	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	"BCAAF27981_8bit_lynEGFP.tif; BCAAF27981_8bit_tagRFPtUtrCH.tif"	"./BCAAF27981/BCAAF27981_8bit_lynEGFP.tif; ./BCAAF27981/BCAAF27981_8bit_tagRFPtUtrCH.tif"	"raw; raw"	"lynEGFP,cell membranes; tagRFPtUtrCH,F-actin"	data analysis protocol	idr0079-experimentA-processed.txt
BCE9C7BBCB	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	"BCE9C7BBCB_8bit_lynEGFP.tif; BCE9C7BBCB_8bit_tagRFPtUtrCH.tif"	"./BCE9C7BBCB/BCE9C7BBCB_8bit_lynEGFP.tif; ./BCE9C7BBCB/BCE9C7BBCB_8bit_tagRFPtUtrCH.tif"	"raw; raw"	"lynEGFP,cell membranes; tagRFPtUtrCH,F-actin"	data analysis protocol	idr0079-experimentA-processed.txt
F465AE8B97	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	"F465AE8B97_8bit_lynEGFP.tif; F465AE8B97_8bit_tagRFPtUtrCH.tif"	"./F465AE8B97/F465AE8B97_8bit_lynEGFP.tif; ./F465AE8B97/F465AE8B97_8bit_tagRFPtUtrCH.tif"	"raw; raw"	"lynEGFP,cell membranes; tagRFPtUtrCH,F-actin"	data analysis protocol	idr0079-experimentA-processed.txt
F80ACE04D5	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	"F80ACE04D5_8bit_lynEGFP.tif; F80ACE04D5_8bit_tagRFPtUtrCH.tif"	"./F80ACE04D5/F80ACE04D5_8bit_lynEGFP.tif; ./F80ACE04D5/F80ACE04D5_8bit_tagRFPtUtrCH.tif"	"raw; raw"	"lynEGFP,cell membranes; tagRFPtUtrCH,F-actin"	data analysis protocol	idr0079-experimentA-processed.txt
00E41C184C	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	00E41C184C_8bit_lynEGFP_seg.tif	./00E41C184C/00E41C184C_8bit_lynEGFP_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
296696DB86	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	296696DB86_8bit_lynEGFP_seg.tif	./296696DB86/296696DB86_8bit_lynEGFP_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
2BDB74A7D6	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	2BDB74A7D6_8bit_lynEGFP_seg.tif	./2BDB74A7D6/2BDB74A7D6_8bit_lynEGFP_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
2FC33D7301	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	2FC33D7301_8bit_lynEGFP_seg.tif	./2FC33D7301/2FC33D7301_8bit_lynEGFP_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
39E81EDC34	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	39E81EDC34_8bit_lynEGFP_seg.tif	./39E81EDC34/39E81EDC34_8bit_lynEGFP_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
567C0C9CB6	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	567C0C9CB6_8bit_lynEGFP_seg.tif	./567C0C9CB6/567C0C9CB6_8bit_lynEGFP_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
608BEE23AA	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	608BEE23AA_8bit_lynEGFP_seg.tif	./608BEE23AA/608BEE23AA_8bit_lynEGFP_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
64484C06F9	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	64484C06F9_8bit_lynEGFP_seg.tif	./64484C06F9/64484C06F9_8bit_lynEGFP_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
7427532FD9	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	7427532FD9_8bit_lynEGFP_seg.tif	./7427532FD9/7427532FD9_8bit_lynEGFP_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
770CB12681	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	770CB12681_8bit_lynEGFP_seg.tif	./770CB12681/770CB12681_8bit_lynEGFP_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
8D037347B9	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	8D037347B9_8bit_lynEGFP_seg.tif	./8D037347B9/8D037347B9_8bit_lynEGFP_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
9B64B26626	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	9B64B26626_8bit_lynEGFP_seg.tif	./9B64B26626/9B64B26626_8bit_lynEGFP_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
A07C79157A	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	A07C79157A_8bit_lynEGFP_seg.tif	./A07C79157A/A07C79157A_8bit_lynEGFP_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
A96BA2AE1C	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	A96BA2AE1C_8bit_lynEGFP_seg.tif	./A96BA2AE1C/A96BA2AE1C_8bit_lynEGFP_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
B2B1FB7EE0	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	B2B1FB7EE0_8bit_lynEGFP_seg.tif	./B2B1FB7EE0/B2B1FB7EE0_8bit_lynEGFP_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
BCAAF27981	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	BCAAF27981_8bit_lynEGFP_seg.tif	./BCAAF27981/BCAAF27981_8bit_lynEGFP_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
BCE9C7BBCB	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	BCE9C7BBCB_8bit_lynEGFP_seg.tif	./BCE9C7BBCB/BCE9C7BBCB_8bit_lynEGFP_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
F465AE8B97	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	F465AE8B97_8bit_lynEGFP_seg.tif	./F465AE8B97/F465AE8B97_8bit_lynEGFP_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
F80ACE04D5	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_actin	"cldnB:lyn-EGFP; 6xUAS:tagRFPt-UtrCH"	"10.1016/j.devcel.2006.02.019; study publication"	membranes_actin	F80ACE04D5_8bit_lynEGFP_seg.tif	./F80ACE04D5/F80ACE04D5_8bit_lynEGFP_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
1A3F9F428A	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_cisgolgi	"cldnB:lyn-EGFP; RNA:mKate2-GM130(rat)"	"10.1016/j.devcel.2006.02.019; 10.1242/jcs.026849"	membranes_cisgolgi	"1A3F9F428A_8bit_lynEGFP.tif; 1A3F9F428A_8bit_mKate2GM130.tif"	"./1A3F9F428A/1A3F9F428A_8bit_lynEGFP.tif; ./1A3F9F428A/1A3F9F428A_8bit_mKate2GM130.tif"	"raw; raw"	"lynEGFP,cell membranes; mKate2GM130,cis-Golgi"	data analysis protocol	idr0079-experimentA-processed.txt
544D6C59FD	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_cisgolgi	"cldnB:lyn-EGFP; RNA:mKate2-GM130(rat)"	"10.1016/j.devcel.2006.02.019; 10.1242/jcs.026850"	membranes_cisgolgi	"544D6C59FD_8bit_lynEGFP.tif; 544D6C59FD_8bit_mKate2GM130.tif"	"./544D6C59FD/544D6C59FD_8bit_lynEGFP.tif; ./544D6C59FD/544D6C59FD_8bit_mKate2GM130.tif"	"raw; raw"	"lynEGFP,cell membranes; mKate2GM130,cis-Golgi"	data analysis protocol	idr0079-experimentA-processed.txt
655E9D7D39	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_cisgolgi	"cldnB:lyn-EGFP; RNA:mKate2-GM130(rat)"	"10.1016/j.devcel.2006.02.019; 10.1242/jcs.026851"	membranes_cisgolgi	"655E9D7D39_8bit_lynEGFP.tif; 655E9D7D39_8bit_mKate2GM130.tif"	"./655E9D7D39/655E9D7D39_8bit_lynEGFP.tif; ./655E9D7D39/655E9D7D39_8bit_mKate2GM130.tif"	"raw; raw"	"lynEGFP,cell membranes; mKate2GM130,cis-Golgi"	data analysis protocol	idr0079-experimentA-processed.txt
6565C3193C	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_cisgolgi	"cldnB:lyn-EGFP; RNA:mKate2-GM130(rat)"	"10.1016/j.devcel.2006.02.019; 10.1242/jcs.026852"	membranes_cisgolgi	"6565C3193C_8bit_lynEGFP.tif; 6565C3193C_8bit_mKate2GM130.tif"	"./6565C3193C/6565C3193C_8bit_lynEGFP.tif; ./6565C3193C/6565C3193C_8bit_mKate2GM130.tif"	"raw; raw"	"lynEGFP,cell membranes; mKate2GM130,cis-Golgi"	data analysis protocol	idr0079-experimentA-processed.txt
8494E67C25	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_cisgolgi	"cldnB:lyn-EGFP; RNA:mKate2-GM130(rat)"	"10.1016/j.devcel.2006.02.019; 10.1242/jcs.026853"	membranes_cisgolgi	"8494E67C25_8bit_lynEGFP.tif; 8494E67C25_8bit_mKate2GM130.tif"	"./8494E67C25/8494E67C25_8bit_lynEGFP.tif; ./8494E67C25/8494E67C25_8bit_mKate2GM130.tif"	"raw; raw"	"lynEGFP,cell membranes; mKate2GM130,cis-Golgi"	data analysis protocol	idr0079-experimentA-processed.txt
BACFB0475A	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_cisgolgi	"cldnB:lyn-EGFP; RNA:mKate2-GM130(rat)"	"10.1016/j.devcel.2006.02.019; 10.1242/jcs.026854"	membranes_cisgolgi	"BACFB0475A_8bit_lynEGFP.tif; BACFB0475A_8bit_mKate2GM130.tif"	"./BACFB0475A/BACFB0475A_8bit_lynEGFP.tif; ./BACFB0475A/BACFB0475A_8bit_mKate2GM130.tif"	"raw; raw"	"lynEGFP,cell membranes; mKate2GM130,cis-Golgi"	data analysis protocol	idr0079-experimentA-processed.txt
D6B1A93BDE	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_cisgolgi	"cldnB:lyn-EGFP; RNA:mKate2-GM130(rat)"	"10.1016/j.devcel.2006.02.019; 10.1242/jcs.026855"	membranes_cisgolgi	"D6B1A93BDE_8bit_lynEGFP.tif; D6B1A93BDE_8bit_mKate2GM130.tif"	"./D6B1A93BDE/D6B1A93BDE_8bit_lynEGFP.tif; ./D6B1A93BDE/D6B1A93BDE_8bit_mKate2GM130.tif"	"raw; raw"	"lynEGFP,cell membranes; mKate2GM130,cis-Golgi"	data analysis protocol	idr0079-experimentA-processed.txt
DBD0449625	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_cisgolgi	"cldnB:lyn-EGFP; RNA:mKate2-GM130(rat)"	"10.1016/j.devcel.2006.02.019; 10.1242/jcs.026856"	membranes_cisgolgi	"DBD0449625_8bit_lynEGFP.tif; DBD0449625_8bit_mKate2GM130.tif"	"./DBD0449625/DBD0449625_8bit_lynEGFP.tif; ./DBD0449625/DBD0449625_8bit_mKate2GM130.tif"	"raw; raw"	"lynEGFP,cell membranes; mKate2GM130,cis-Golgi"	data analysis protocol	idr0079-experimentA-processed.txt
E63DB08265	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_cisgolgi	"cldnB:lyn-EGFP; RNA:mKate2-GM130(rat)"	"10.1016/j.devcel.2006.02.019; 10.1242/jcs.026857"	membranes_cisgolgi	"E63DB08265_8bit_lynEGFP.tif; E63DB08265_8bit_mKate2GM130.tif"	"./E63DB08265/E63DB08265_8bit_lynEGFP.tif; ./E63DB08265/E63DB08265_8bit_mKate2GM130.tif"	"raw; raw"	"lynEGFP,cell membranes; mKate2GM130,cis-Golgi"	data analysis protocol	idr0079-experimentA-processed.txt
E99A87B085	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_cisgolgi	"cldnB:lyn-EGFP; RNA:mKate2-GM130(rat)"	"10.1016/j.devcel.2006.02.019; 10.1242/jcs.026858"	membranes_cisgolgi	"E99A87B085_8bit_lynEGFP.tif; E99A87B085_8bit_mKate2GM130.tif"	"./E99A87B085/E99A87B085_8bit_lynEGFP.tif; ./E99A87B085/E99A87B085_8bit_mKate2GM130.tif"	"raw; raw"	"lynEGFP,cell membranes; mKate2GM130,cis-Golgi"	data analysis protocol	idr0079-experimentA-processed.txt
EE11691237	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_cisgolgi	"cldnB:lyn-EGFP; RNA:mKate2-GM130(rat)"	"10.1016/j.devcel.2006.02.019; 10.1242/jcs.026859"	membranes_cisgolgi	"EE11691237_8bit_lynEGFP.tif; EE11691237_8bit_mKate2GM130.tif"	"./EE11691237/EE11691237_8bit_lynEGFP.tif; ./EE11691237/EE11691237_8bit_mKate2GM130.tif"	"raw; raw"	"lynEGFP,cell membranes; mKate2GM130,cis-Golgi"	data analysis protocol	idr0079-experimentA-processed.txt
1A3F9F428A	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_cisgolgi	"cldnB:lyn-EGFP; RNA:mKate2-GM130(rat)"	"10.1016/j.devcel.2006.02.019; 10.1242/jcs.026849"	membranes_cisgolgi	1A3F9F428A_8bit_lynEGFP_seg.tif	./1A3F9F428A/1A3F9F428A_8bit_lynEGFP_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
544D6C59FD	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_cisgolgi	"cldnB:lyn-EGFP; RNA:mKate2-GM130(rat)"	"10.1016/j.devcel.2006.02.019; 10.1242/jcs.026850"	membranes_cisgolgi	544D6C59FD_8bit_lynEGFP_seg.tif	./544D6C59FD/544D6C59FD_8bit_lynEGFP_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
655E9D7D39	Danio rerio	NCBITaxon		primary posterior lateral line primordium	ZFA		growth protocol	image acquisition and feature extraction protocol	membranes_cisgolgi	"cldnB:lyn-EGFP; RNA:mKate2-GM130(rat)"	"10.1016/j.devcel.2006.02.019; 10.1242/jcs.026851"	membranes_cisgolgi	655E9D7D39_8bit_lynEGFP_seg.tif	./655E9D7D39/655E9D7D39_8bit_lynEGFP_seg.tif	derived	seg,single-cell segmentation	data analysis protocol	idr0079-experimentA-processed.txt
